,age,maxAlpha_freq_PO,maxAlpha_power_PO,maxBeta_freq_PO,maxBeta_power_PO,maxDelta_freq_PO,maxDelta_power_PO,maxTheta_freq_PO,maxTheta_power_PO,maxthetaTOalpha_freq_PO,maxthetaTOalpha_power_PO,sex,sub,age,maxAlpha_freq_MF,maxAlpha_power_MF,maxBeta_freq_MF,maxBeta_power_MF,maxDelta_freq_MF,maxDelta_power_MF,maxTheta_freq_MF,maxTheta_power_MF,maxthetaTOalpha_freq_MF,maxthetaTOalpha_power_MF,sex,sub,sub_id_only,wave,PO_EO_slope,MF_EO_slope,PO_EO_yint,MF_EO_yint
56,5.22739726,,,,,,,7.063330956646981,0.35091350170786306,7.063330956646981,0.35091350170786306,,1401_63,5.22739726,,,31.259782062834944,0.2476697975744049,,,6.795465817752796,0.3408574477616817,6.795465817752796,0.3408574477616817,,1401_63,1401,_63,1.3748299665786592,1.3016938544192995,-10.263070974749024,-10.693394623160279
57,5.295890411,,,34.3699407334657,0.15324104949324102,,,,,,,,1605_63,5.295890411,,,22.72479882176332,0.09317438484558947,2.9868537464150733,0.35908260231308553,,,,,,1605_63,1605,_63,1.5750409958985516,0.9839850544354186,-10.25783298605689,-10.875303166179142
58,3.780821918,,,,,3.31381137820283,0.4609872330083924,,,,,,1212_45,3.780821918,,,,,3.890781380881908,0.4468246167917141,,,,,,1212_45,1212,_45,0.7373759044498516,0.8288131275706295,-10.901402575638851,-10.698485117687893
59,13.0,9.073227083556432,0.9596268472539862,16.36450917587376,0.3089529317492623,,,,,9.073227083556432,0.9596268472539862,M,A00059063,13.0,9.265814524266892,0.6522652232887598,17.64367766439816,0.17982287016013745,,,7.156943795897673,0.637582191339451,7.156943795897673,0.637582191339451,M,A00059063,A00059063,59063,1.0706450859626029,1.243327108126279,-11.929826085675332,-11.917115826433552
60,10.0,10.441523483673572,0.6972136549922716,,,,,,,10.441523483673572,0.6972136549922716,M,A00055956,10.0,10.907296619696671,0.5124002220687416,23.749187847958122,0.2678167044773723,,,7.266092756872999,0.2274123151881451,7.266092756872999,0.2274123151881451,M,A00055956,A00055956,55956,1.4244423981498218,1.3378697265716792,-11.5115951860484,-11.533467342693696
61,24.0,,,31.93727756998022,0.1386911969219664,,,,,,,F,A00063117,24.0,,,35.11363440159886,0.2386629564350233,,,,,,,F,A00063117,A00063117,63117,1.121059796439919,1.0187113075571763,-12.044417633986885,-12.270468580362012
62,8.0,9.791798838499897,0.4409056914489149,31.76508221927182,0.5782067848583115,,,,,9.791798838499897,0.4409056914489149,F,A00054836,8.0,9.827274821261307,0.20915180333195416,31.70163525599497,0.5123818934780253,,,,,9.827274821261307,0.20915180333195416,F,A00054836,A00054836,54836,1.4116123383939752,1.3461079969605585,-11.577379808696485,-11.747847421601056
63,13.0,10.433554019861829,1.0291242441322217,,,,,7.815624851381742,0.5171295877061137,7.815624851381742,0.5171295877061137,F,A00054359,13.0,10.441554304512007,0.657843169270258,30.026626617969328,0.15563964193642474,,,7.5994233376221265,0.4411350665899558,7.5994233376221265,0.4411350665899558,F,A00054359,A00054359,54359,1.2633249691046362,1.099673692421946,-11.129276190580196,-11.254130362225261
64,10.0,10.98549884145416,0.5817279257524195,,,,,,,10.98549884145416,0.5817279257524195,M,A00054517,10.0,11.057632060178346,0.2933769885651163,37.09102116570614,0.08848428166091438,,,,,11.057632060178346,0.2933769885651163,M,A00054517,A00054517,54517,1.2220526000878107,1.184192382399282,-11.747478476882765,-11.80366568140858
65,10.0,,,14.479866525840045,0.3507460403111402,,,,,,,M,A00055429,10.0,,,14.515517872930285,0.3704355063204456,,,,,,,M,A00055429,A00055429,55429,1.336813240139561,1.3766228479344658,-12.114092995316774,-12.047662471463173
66,9.0,9.482203875698778,0.5244779934759318,24.969241189852124,0.11410102419657694,,,6.838721686231329,0.10798828184686647,6.838721686231329,0.10798828184686647,F,A00054666,9.0,9.336273474938736,0.4150848840730834,37.17968749998956,0.2269632962491173,,,7.467619084997128,0.2950264530235369,7.467619084997128,0.2950264530235369,F,A00054666,A00054666,54666,1.2287464284473761,1.2155184088177398,-10.772162019919774,-10.882509398812537
67,14.0,9.437320262560727,0.8063864241458081,18.87940928789867,0.17665650526116572,,,,,9.437320262560727,0.8063864241458081,M,A00056054,14.0,9.783607912043196,0.4351340563816155,19.605802242272283,0.10951323582773577,,,6.153961537894426,0.11386643608372182,6.153961537894426,0.11386643608372182,M,A00056054,A00056054,56054,1.2358832291856183,1.1456370855534033,-11.623242326085096,-11.83304650747501
68,8.0,9.316775511088473,0.8949537792807352,18.181066241405528,0.2284999819575706,,,,,9.316775511088473,0.8949537792807352,M,A00054766,8.0,8.35544865645447,0.5772563103279058,,,,,,,8.35544865645447,0.5772563103279058,M,A00054766,A00054766,54766,1.9295931072731989,1.8480987185214832,-10.58517556823167,-11.186311622286981
69,9.0,11.468479140825277,0.27040091688804146,36.03344985916321,0.09803218808925428,,,,,11.468479140825277,0.27040091688804146,F,A00055628,9.0,11.285569567470596,0.1384687864399865,36.65166109504224,0.23114744030978684,,,,,11.285569567470596,0.1384687864399865,F,A00055628,A00055628,55628,1.1695108044867426,0.978416948482566,-11.652832112241562,-11.951374822510635
70,19.0,10.575573429682237,0.6806052437108843,19.52533205408233,0.2989813471541449,,,,,10.575573429682237,0.6806052437108843,F,A00054207,19.0,10.31817124872432,0.4809243292839831,20.14737847377879,0.2496463385587813,,,,,10.31817124872432,0.4809243292839831,F,A00054207,A00054207,54207,1.0352860315938568,0.9135871162165944,-12.259950173995907,-12.469675761842167
71,24.0,11.209672767174258,0.18036831926191252,29.161712591502813,0.09391117911306424,,,,,11.209672767174258,0.18036831926191252,F,A00054023,24.0,11.659939085366132,0.14845366809516136,35.5736160648747,0.15319396844984826,,,6.500096168508347,0.30074328008860896,6.500096168508347,0.30074328008860896,F,A00054023,A00054023,54023,1.0862066393104588,1.2418011801361326,-12.179293525340274,-12.175259985806596
72,13.0,9.860402540318622,1.15285241774526,19.387005079068405,0.2461435350607655,,,,,9.860402540318622,1.15285241774526,M,A00055731,13.0,9.876269603802893,0.4634016229071136,20.964304971640487,0.10940024856381923,,,,,9.876269603802893,0.4634016229071136,M,A00055731,A00055731,55731,1.375430293499197,1.234499908688594,-10.71855539981346,-10.735435344707136
73,24.0,10.267703245373584,1.0434560361121363,21.916501017857843,0.35783092625717394,,,,,10.267703245373584,1.0434560361121363,M,A00056604,24.0,10.482081535769948,0.919752081973444,22.002946188339454,0.3054958414468878,,,,,10.482081535769948,0.919752081973444,M,A00056604,A00056604,56604,1.2657793714703651,1.1727983979622103,-11.412154948482176,-11.304665010602081
74,22.0,10.184548395929594,0.7217744623799582,19.696109902466176,0.3035441870570228,,,,,10.184548395929594,0.7217744623799582,F,A00054039,22.0,10.339053393400183,0.26025371464800706,,,,,,,10.339053393400183,0.26025371464800706,F,A00054039,A00054039,54039,1.0610485316374405,1.0706817803539432,-11.825407138294349,-11.819339673021084
75,23.0,9.11177327729009,0.245604039104542,12.534429395426171,0.3416660927890991,,,,,9.11177327729009,0.245604039104542,F,A00058775,23.0,8.898751779856992,0.3330472595164693,,,,,,,8.898751779856992,0.3330472595164693,F,A00058775,A00058775,58775,1.0354035782351694,1.0870995108309232,-12.169199689406552,-12.23775388333981
76,12.0,9.883508049419028,0.5046327621893383,16.124639713787634,0.3815592426528784,,,,,9.883508049419028,0.5046327621893383,F,A00053909,12.0,10.498007421890664,0.6745070596478282,20.38701030102302,0.19785432302403727,,,7.486103177578144,0.1555150289592131,7.486103177578144,0.1555150289592131,F,A00053909,A00053909,53909,1.1614357223658012,1.0800924871710542,-12.04218646329904,-11.817774243680324
77,11.0,,,15.132094832772305,0.18885611739414188,,,,,,,F,A00054923,11.0,,,23.209198652479092,0.10622310632006916,,,,,,,F,A00054923,A00054923,54923,1.061031584915778,1.0025179286463557,-12.947420156860865,-12.259270924487273
78,14.0,10.422576371951678,0.6867974250307931,16.5146259248296,0.33167904355870625,,,6.247562904142572,0.2629823409805763,6.247562904142572,0.2629823409805763,F,A00054369,14.0,10.684718039656278,0.6397947457174702,,,,,7.1365961945564065,0.2543524146932423,7.1365961945564065,0.2543524146932423,F,A00054369,A00054369,54369,1.1049012381765622,1.057479110044833,-12.219250595161045,-12.021987847661354
